Address,Tokens Rounded,Vesting Duration,Vesting Cliff,Percentage Vested
0x828442973944Cc5c2bf719dd765F0c81E03505C0,13697.74,365,0,0.8
0x496FFeB6Fa9c9c6EFCB28a7295D632Ab47734bab,199913.10,0,0,0
0xE920ada1f2695f5822f48Cdf13485C7eBc21Fc47,13709.43,365,0,0.8
0x759f9BC98521FCe373e492C031cB03AfaaEd452D,13697.74,365,0,0.8
0x04C15865230578Bd3b6fF7F5d1c3451Ae696Bb40,456591.23,365,0,0.8
0xbe486082D07D823f49B0BB64eF20d51A1a766e09,91318.25,365,0,0.8
0xE281DAC3cfcE9d68B7A2186f94451c0acBb99e43,219163.79,0,0,0
0xA60B120FFcba31E60d7b2815af117cF9a97e4B26,72354.95,0,0,0
0xeF1DF3E4dc0910110cb84cE24B147FEECeA65170,58576.64,0,0,0
0x139991049248A8673A7A8A0eBA4f716D8a7A8c2d,91318.25,365,0,0.8
0x2B25987B09597e84d455Da8d8e10398e9d558aCC,13697.74,365,0,0.8
0x550688766cfCB980Bda3F2e8F68f673D1D06eEB7,182636.49,365,0,0.8
0xDcf5A7f9D43686189FF8dFa4209cDB06d1192649,27395.47,365,0,0.8
0x7C1189b539b88d284c8ed7f73dfA47ee9c07A3AA,136977.37,365,0,0.8
0x395134E5Fc7BCB92B29428B855559498823Ca0cb,21916.38,0,0,0
0x9E17c2Fe1fAaFF813F26DF794F65B634aB131d1C,18263.65,365,0,0.8
0xAfB9e1ea526774f735f2eE7b723Bfdae26755496,14610.92,0,0,0
0xa5EBFa5FF54B5b85ae6e0AC3e5e7fEa0BD24d053,456591.23,365,0,0.8
0xb8194c2BB7b5F298F106d435D435f96915Df8f72,18263.65,365,0,0.8
0xd23906cDFc12B3D4478dF0FF14a5cfa3f0Eda30a,13697.74,365,0,0.8
0x5767739F9b652d8Bde4aE48B32CEFEaba19393ad,45659.12,365,0,0.8
0xE30D1c2B60Af40b023D017b68E7739AA1df72615,13697.74,365,0,0.8
0x59614d94BaeDB4D422efF441c420cAf3Cb14e0Ad,913182.46,365,0,0.8
0xD49229bABfD766AE9A7a2D4E873798D9622E8032,54790.95,365,0,0.8
0xB86e51ccb37516ba95cBf35218C4d5C7480180dA,13697.74,365,0,0.8
0x3EC8644A372D7Faf904FA908065594733297CDE8,12919.71,0,0,0
0x00E7D51adFAE77A8f0E4d5E9d786Ec9768d3Ae1E,13697.92,365,0,0.8
0xfd0eF170758E2A4bE31d8BB3847A7Ac530F102B9,10962.65,0,0,0
0x39195cda08cDdB93cB4e90898BD9B6D3694EDa38,22829.56,365,0,0.8
0xa7cF3766529b227040d16703718B9b637c621129,18245.29,365,0,0.8
0xCB5d7Aa8d95417533b0B96e3Db988fa1c6F1AEaD,13697.74,365,0,0.8
0x66cC26680cdFaF333eCfa10F1fd1Cec53d28a231,27440.77,365,0,0.8
0xAc2B43e23a3f0CE423495127564B898997683a42,186061.00,0,0,0
0x26766D0B2e1f0909d0a17286e28d421BDc9e73B3,904358.78,0,0,0
0x2b53A11b05f95907d4F30a26cCD4985b44FB16A4,79385.69,365,0,0.8
0x11A0C21c7697D29A680bf31F8A913F366378A102,937030.22,365,0,0.8
0xf331facf4B15b91a8C36E5CD860f6F5D7810b1c4,21916.38,0,0,0
0xA21Aa79BAc2307307C3de08421a8238Dc08f8AB7,18263.65,0,0,0
0x4BF38785c021368dEbbaada22115A51306D69956,45659.12,365,0,0.8
0xaCD276a84a2F3A9428f51587Fc33F4B1B9cAEEAf,114352.82,365,0,0.8
0x5b9f84a6664b62b88cB2d46856aa0AcA5E809238,1473929.16,0,0,0
0xBF58d8451426355799b1D2F9ff266C2695288746,27437.75,365,0,0.8
0x2eCd5c1Dcfd6a11cA004BA342bC213A20E130bea,35091.19,0,0,0
0x6381d63da13F9816dd253236d89B81114B353503,13701.48,365,0,0.8
0x8FD2BC1900c6d5F4B469cac0c0F105e54A5ddFaC,45659.12,365,0,0.8
0x401dE8D22480C54e84617729feAb5A2b18E90df2,510106.43,0,0,0
0x2BcDBC68d4f242AB4AC29661161502Dbb7101B53,2001398.18,0,0,0
0x8573eD4C26f980b5c8821a5681F8d1D86d5d8f65,146111.53,0,0,0
0xB1ff1Aa8b56695aaE1a9D2f0d41d5B9D95E2F76E,91318.25,365,0,0.8
0x2F2E5B3E7A5B42CE71133899F902b8a1e71F6bC1,146065.65,0,0,0
0x4376e5234C95CDE2182c16F632826a0c46D7D997,13611.81,365,0,0.8
0x6AEe0Dd5b32f9c144de83132F023bAF7Cdd75c76,11029.64,0,0,0
0x84302a6b4227fe93A7e74A7E4fc50F890d8E9Ea1,13697.74,365,0,0.8
0x38eb57968D5B38C41f1be4c4d08cD483dFA0b566,45658.94,365,0,0.8
0x8EBbCcA5636D6d10a47127EB07Dcc872A0a83D14,109581.90,0,0,0
0x192F5cEf393d58C787671031990d89C1aD8f6C00,27473.46,365,0,0.8
0x6E0a22d41d3dEf3c3E7bD683d8C10Ac347943A41,18263.65,365,0,0.8
0xC0605f4E10AD36908e4C92b9f6E3c0F1821f0954,13697.74,365,0,0.8
0x78B53e53f125C1736495090b1fBE91A93480f3F1,13697.74,365,0,0.8
0xdaa67fc4E6471C45587879F9b6EE426BD3d825a7,365428.59,0,0,0
0x84E392964DF0D07C76b018323B647D54Baec53d3,90796.27,0,0,0
0x81C20a10C1479cD99670C3E4394f9FBaF90475B6,137092.61,365,0,0.8
0x06e9078EE82F48481205839264629BAFdD4E55c6,45664.97,365,0,0.8
0xAcb4ceD58C20CF601cb09993476b7233298e6e64,91544.90,365,0,0.8
0x1A73ed70CcEd5bc5a7622F48821beab40f15C6d4,45375.03,365,0,0.8
0x0573794813e0f6cEfd4c357da9029492C7B394e0,45641.22,365,0,0.8
0xD60f4Db3ABeaf1c4b4A3Cd145c89B744b0319F19,182636.49,365,0,0.8
0xac954c29CC16F3C0e6701BD5221db117c934Adae,13697.74,365,0,0.8
0xb68C1dC1C05823Ea9336203a4FC1cF3B39988856,136977.37,365,0,0.8
0x42aC68b75ee7be8fC3eE3365c017CB0eCd41E4A2,18640.34,365,0,0.8
0xe1D46edFaCFCAB570F51FA380A0b2C50DD9b4B63,13697.74,365,0,0.8
0xBC010618EaDBCA7Ace900aC08C7B70bD6523ac3C,27387.99,365,0,0.8
0xebf4a22b54dDf2DfC2271DCb3486EF3e38512cf0,208758.48,0,0,0
0xd861C94462754A631515B52E5075f93Af96e941A,92175.27,365,0,0.8
0x0c0a1e1f490FADeeb39Ac54E6db5c35c6dE5944f,27395.47,365,0,0.8
0x33A0dea5721792E185B38AC4F2ea53da8934D270,91319.52,365,0,0.8
0xa24057E2290B27bA55162aDC5A431d585b8f8E4B,90928.13,365,0,0.8
0xD5C64f3aE7a0FB08Cb62B797A4b974E8236aF4Ef,91338.88,365,0,0.8
0x3477Cc0C06D67Cc91C713CAd10901D2E463eB508,110661.37,365,0,0.8
0x185c0C0a69ce69a555Df87714F8dfBB5A5C0887c,27395.47,365,0,0.8
0x1F34F3D865A50E46b29191Ea749989916baf92eD,361577.96,0,0,0
0x36b2AA06D1d106f13C5c0768cc6d9fD20c64f2bD,14107.03,365,0,0.8
0x877920A86Ac9Ec8c92ECB0A5B180dE1fd69ccc0B,730618.95,0,0,0
0x32636DDf2b005593A1b1c1B12a1FeF245f9a01d5,13739.29,365,0,0.8
0xD4FeAD9bF20F13E2DFf360fBBD98C8D8Ca6F52b6,273954.74,365,0,0.8
0x07909dfe004535082cC86C7bafbC0351Dba01816,151734.58,365,0,0.8
0x23934bB1D161093557B34679bc968726F478C713,36527.30,365,0,0.8
0x57b1Ac492Fde7a487088ACE0F40861D1a4bF9570,27373.47,365,0,0.8
0x338f5284430fb12d9f0f69fcF8846Ae861013FC1,115729.07,365,0,0.8
0xa36bC10f21d3252bD221D6a27D7DEb3b9bD2BbA9,232096.19,365,0,0.8
0x77F7FdC418c3Dd4616a70EebEb1ab9e9e4a135E4,1460808.03,365,0,0.8
0x9756c590c153793c5d171BAF4499FFEa83c7fC50,158994.27,0,0,0
0x46d3B316afB5daBd582cF1dEA7231F758E0bfc8a,29458.90,365,0,0.8
0x46356eE88727B2A99adaF75c94282C7f7B6Cc694,183437.90,0,0,0
0x6B415347392F4eE8E65CA2479959bBfaf309C3A9,13697.74,365,0,0.8
0xA698fAFE9A32De18bc41961E9bd394f443B8b6Eb,22829.56,365,0,0.8
0xA807F1dAeEFDc5952D3C28Bd5fc6e6fA6f05757f,109912.32,0,0,0
0xBb7FfA83AfF45765e4D4Cd01Fb40aED4580b187C,45659.12,365,0,0.8
0x94717C6110578E791e8C9B6f057Cc25732457462,10962.87,0,0,0
0x49F4dcC9b55291F37f772c6E75FD7fEefBA7cF21,91318.25,365,0,0.8
0xc766126bafC967BFB4Ce0D77dBa9732Dffd79Efd,45659.12,365,0,0.8
0x4279fD99aa8eEfb3DE7785D74263f74Af87057Bc,13697.74,365,0,0.8
0xFC2545C2480151269f397C419c5589a97F46701F,13697.74,365,0,0.8
0x25c15E0Aa7b087937Bfea8fE073C1e07C703164D,27395.47,365,0,0.8
0x7A329b5e85A4AEDB57cce3a8d8377FF550319Dd4,36565.94,0,0,0
0x223Dbd7Ec128531c7E41C284617c2bA39589D4Ea,140305.37,365,0,0.8
0xD532D4ff3C8d1FE57Ba75f744e535EDEcE9Bed1A,10966.30,0,0,0
0x2Eb8cb374aB4E79Fa44747c3afb8433966e1621E,13862.02,365,0,0.8
0x98Bc64D2cb85da40aF5AE4e77DC72e07D4E021e9,40180.32,0,0,0
0x2583B6477060feA86f86C4732b8672dD4dF635Cd,13697.74,365,0,0.8
0xd6159C0D193c1c84E316fdded8121dfc9529f02c,91318.25,365,0,0.8
0xC858d230d919B62eC03C69Ae88D8e19905b4eCbf,15316.70,0,0,0
0x8DAB3BD6A18c0A338916A441e30D0D4b16251B3f,438324.51,0,0,0
0xE33b80bD7D87258f366FcB9534CE30465422B42F,131694.50,0,0,0
0xCCF23cF761f7245116EE56fd02C57Fe13D7bC9E3,13701.75,365,0,0.8
0xEA0FBF878A1372c1CB519B454ec3Ef2175a7c388,91318.25,365,0,0.8
0xa8D20ea40Cfa03736cA9953212a52792AD151DEa,13697.74,365,0,0.8
0xc16eBC4a446B9CD4c63878fDd11fF645FcB51f14,73458.95,0,0,0
0x76EF1e2883bC8d6C56f16F3c3F59E12627E059f4,22829.56,365,0,0.8
0xF03cdDaF79E06287B4A39c5A499E5f2528eF6791,36941.97,365,0,0.8
0xaD773d2d08290dce10801B4E0F4583fA41071446,73054.60,0,0,0
0xa7C518485aBda139903e4B24C565286C557C1eC0,21916.38,0,0,0
0x26E4189Ed1ca8fe463381CC4A3675eBc1a44B40F,45714.01,365,0,0.8
0x9009BB68d4eCae73FC21dD75e3af8E850D34FaFA,457133.39,365,0,0.8
0xe985E13433b0D64E771665D786225D9a1AB53b34,27395.47,365,0,0.8
0x59f06a1F1C57C586f1AE40664447e6a2b40C2106,13697.92,365,0,0.8
0xAA1956e93e4aa0d867f7A2fBd079A62cd6CB01AA,91318.25,365,0,0.8
0x312678EEFcfe03F7bd8b76c2796f9a3ecaF86207,88331.59,365,0,0.8
0xf93E815525Bc2607c7aBEFbDfb9052Fbf12Ec118,13697.74,365,0,0.8
0x10b84128D715D0D20A9c1770a9f2B7FDa0ddF7b4,245105.02,365,0,0.8
0x0bc656336F3f49264f7E76Cb1dd02A771A6a956D,46807.82,365,0,0.8
0x56Aef23d5C540F1d7Ef417dA72Be9e54839194a4,18263.65,365,0,0.8
0x5BbDAE3B110B4E2234D3f5B9ef7DD47724f6545D,14610.92,0,0,0
0x288296Be8783AaD12bb7a39Fd8E106A6eC8f5a9e,151855.67,0,0,0
0x3267C723311bC208aC00b8cc0db118e82E3Da80b,109435.93,0,0,0
0x8CD74F1aFb74Afe0A4DD9040AD5497B43bE22854,13704.31,365,0,0.8
0x21437d983129Cdc629D27F7F64ac285ebd3789ca,109582.17,365,0,0.8
0x2dF7E7545B713923f784069F1e8ABDd683867C21,91318.25,365,0,0.8
0x5265d2737cc414E893c8B32C1aa28739071B4e4C,13701.57,365,0,0.8
0xeC1ee88Ed04bAF83b9F8F31B0d02df8fc214229a,131541.01,0,0,0
0x3F0e3b86CFb7A27699ce83C64DBae64bE10ef055,12846.58,0,0,0
0x076AB72053862EfC65A8e4AB63489196249dA3a6,18263.65,365,0,0.8
0xB2D0dB9d7F51253a764f68B07A0E21669b7f1fac,11330.26,0,0,0
0x37fa927Caae2f2C26d0A43031E19897d37C31522,13697.74,365,0,0.8
0x7f28b777D080919e2437Ad35F02E12B304727ea7,36527.30,0,0,0
0xDC01d4890c6F601058695DDB2F9Ee1A5F8e7FF16,650308.94,0,0,0
0xD747C243e9A677Fc87964A8A72D52Bf5195DF7aC,1742658.38,0,0,0
0xB9aE076800A7db3C7bff7ca6b7CF97C8cE5689dC,190307.22,0,0,0
0xb007429440A0020D8e746B62C8c884EfF676E9C4,13697.74,365,0,0.8
0xFbb429eB131e83FD33A414C93eD806219fcaBFF4,25869.36,0,0,0
0x90C03be4a2E59212c1bDC8548e4D9f3788708E6C,36482.44,0,0,0
0x5aF6634Cadf9dF3e03d09E5B000e33e21285370A,1824596.27,365,0,0.8
0x1Ca5Afb92b43bA8a301Ba8d1a441c9c2E477343F,91318.25,365,0,0.8
0x468634af6c6Cb3EB712c56447D0B0f6D66696cb6,22829.56,365,0,0.8
0x3c5E506EE1a24E542AfE2aFb64494946b4709242,13697.74,365,0,0.8
0x7Db753586E56dacA231BC3334d10c6E82f8602F2,21916.38,0,0,0
0x46D6e6Cb923A5Aa6985f906Ae8B088a687C96A50,13697.74,365,0,0.8
0xEB94d6d117cf3c83B116ec2d2a3feB62A80b4520,36527.30,0,0,0
0x59ba607e80BDE77e6afb1E08e7a0327B366884EA,13696.46,365,0,0.8
0xA28a9A4469196003d87836Ec1D92C0B9081b89c4,13697.74,365,0,0.8
0x5A391959cb77E284355Ca8D29B0C2Bf46d84C5E4,22829.56,365,0,0.8
0xA684AC6Ab4135432C08F601c6B1d2B584CbA2692,13722.58,365,0,0.8
0x17F9B47DDdC1e1377C12FAC9Ec71C4981434c53e,72343.70,0,0,0
0x7eCFA929695CDcC13c389E86707E89acb19E4803,18263.65,365,0,0.8
0x828814a0e330df8a0650DE077FCEFD6B10E8fE3c,45659.12,365,0,0.8
0x77b35081668F3Aa5d0e340b68862a881964618A3,91318.25,365,0,0.8
0x2f20064F803d7921d79f088E14366957f185ae22,31961.39,365,0,0.8
0xd30ee7AdAbff57E7888AECEedAF8C59C3f1A8551,10958.19,0,0,0
0xe4634dB0086d0f63D536acb0E795CA649059888e,137351.04,365,0,0.8
0x0B1e07e29b4aF095db59006e3deAD2eEb72D3022,12839.25,365,0,0.8
0x3A03fA45F1B5D8bb24b56F0701D8660Eac884aD3,13697.74,365,0,0.8
0x0858fCb774d28cfFBb3b432B8bb0d9C054556406,27395.47,365,0,0.8
0x8Ea5605e4a34D11B381510F2a8D371ee4f221e5A,22829.56,365,0,0.8
0xC73BFd2834f9A3092983773C046d9DAB424d8d75,364635.88,0,0,0
0x8cAB9bc5D22065C14792Ee0b0e009C744FD96939,228246.76,365,0,0.8
0xFDc119aD741bB0143fF322A9b634c842DbB16559,30159.68,365,0,0.8
0x70e4Ab41d05bd38139863b701aD0aC0596ac2495,13697.74,365,0,0.8
0x12FAbAA9F47142A13D64df1306F05c7a8c834758,4566935.25,365,0,0.8
0xf3124876EC9A37584dBcf9F8277A57023ec8E48C,36527.30,0,0,0
0x163ac44A9688096d3E4eAEb05f7081D3f06f3b0e,13697.74,365,0,0.8
0xA523ee3143c9E2f5302daf4b09c2e8E97c70C8Bb,11101.08,0,0,0
0x0a9a4EBfe40FE3415161568E6A262D71Ce709d31,45659.12,365,0,0.8
0x3DD229B8394De11Bfb8cCDA3054ed77db72CBCb6,91318.25,365,0,0.8
0x94f5C9306062A160Ef3b700B02d347900D4d4987,41093.21,365,0,0.8
0x6d94A0De5E98900b96D6782B303450101E97BDe1,103626.48,0,0,0
0x886f8D1850EF385D025538887eDAd4ae41B901D2,68488.68,365,0,0.8
0x964aD4b96e270F9cBd7bc0f7ec77f8C2059fcca7,13697.74,365,0,0.8
0xdd3D5627c0d4e1925581c64FC6eC4Fd7F374c50f,73054.60,0,0,0
0x01F4e932bA62a6f066b2114E4A447c31cCE116f2,13697.74,365,0,0.8
0xE22ce481052c4E2c3a50B4707c4f385d50B8844a,91444.27,365,0,0.8
0x7CD0d28A8E5Ee94E1657523c63a6cA8638e33a20,18266.39,365,0,0.8
0x41571fb7ADC9E9FE35Ac6b1399BdF59E36Fe5155,182636.49,365,0,0.8
0x8c6F2874bAAf04df95b714Fed7F2c00d6349c8A5,18263.65,365,0,0.8
0xbff41d699f7e2FFe13B1C4448be5d2893D287a7B,13697.74,365,0,0.8
0x4aeE468628e8cC641a516ae18630e3fEaC2995D2,13697.74,365,0,0.8
0x9261c2438524567F20EfDD1d384f4386EDDB2b2B,18263.65,365,0,0.8
0x0b4e215e465067e4Ee73d091BDd565Eb34daA9E7,24114.74,0,0,0
0x2D0dc0BE74f05e92c40Cab86EF8861F09E863eBf,13697.74,365,0,0.8
0x25A61668104648848001e76a558a7a2A11fC526E,163104.69,0,0,0
0x9e24733d618D769b416cEa1Ae9F9835EAd71762c,22829.56,365,0,0.8
0x744aC22Caec20bE74ce09B69fB361af55910FD9D,36527.30,365,0,0.8
0x724c1161Ae98aa3B405AC903Fd3900A3D560CEBc,65551.25,365,0,0.8
0xF10D152f405be88eB1e88fe6ef1f4e07A94CD0c3,36527.30,0,0,0
0x313FE580E00f8BA2Ae55945c227465759D62B384,559433.99,0,0,0
0x9D44599081c8BC96A7211917dAb130b84B1aEB21,10992.96,0,0,0
0x44b6AA1A3c544e9edB47E7bb60E1bee1471a41F9,28860.13,365,0,0.8
0x5B4033e163D6BB0d89340B8f32e0ba56d0FC17FB,13697.74,365,0,0.8
0x3Df8d317e8d6eD03883f2A4c08eaC55bccd2C8e1,13697.74,365,0,0.8
0xAf6eeb55dc84DCc37FCc97d97DF51E267d7B8FB9,13720.20,365,0,0.8
0x031CF8030A8eC2c8Ea7ec35fF39d198AAfb922D7,54342.17,0,0,0
0x1Df6b445D69fC24c70794ec0c1E20843fD6D8DbD,45932.62,365,0,0.8
0x03884c0D022200D00CD545e0B15DcBDa74472aC9,456591.23,365,0,0.8
0xaCa0b8B82c2A92d73E4543cB1DEc579a8eb495d5,27529.62,365,0,0.8
0xfD11Cae471Bc791fF83874EfF67D4B082968c282,27684.86,365,0,0.8
0x71375896A83aA5a8F3b5216f7D168dDb7C5a17c7,13697.74,365,0,0.8
0x61FBA3934e447d06Ef3B60199493Bed8fEE30Df2,54790.95,0,0,0
0xf32b88e6614DF6667365D778bb9ccc6359c431d1,273623.34,365,0,0.8
0x8E504805Fd154233e499EbBaaAcBD0eAA5411A7b,2282956.15,365,0,0.8
0x856163D740Ca56C40DCe4aFC76Da1C972dB7bEf5,43924.59,0,0,0
0x021c8897ac211752E362b64fDE4d1BcC315a5500,228295.62,365,0,0.8
0x049Af6Dbe0Ef4888a87c2DF1828e6D7DdD2daDDB,4410775.61,0,0,0
0xe0c935FD9368b9Adfce0bDC9d9bbDc2e5956Ac5e,13697.74,365,0,0.8
0x2adac526F2629C6958032d4d0E0e03c8d5865126,13697.74,365,0,0.8
0xE08Ec05f1586ea574D94F3796626d8c70BF2f6a6,803600.57,0,0,0
0x52bbf48f0B700e2a6Fe5FF29a5A78cF7531B1cC9,91318.25,365,0,0.8
0x74C20E3021Aa73c858CEf22e26ca90d2B8098Ca7,219218.29,0,0,0
0x16eC5767F2d3542c5c968aE709cDb28B5Cf04870,182690.11,0,0,0
0x7d7ebFB568120bd6E498B152e78ffeB8d1218371,34455.25,0,0,0
0xd5b33dEc83226819999E8EdE9691bc515525D251,36527.30,0,0,0
0x2dDE6e70c15a81550CC4d43a407310Be1627f199,45540.14,365,0,0.8
0xA1c18be444776045D5B5ba95c88b65Dd81Dc6128,22830.02,365,0,0.8
0xd589B79a55e36Aff80a3Bcd870C8022a833A08B8,18265.18,0,0,0
0x05c774CA841B2CD82F47039514eF95A9e5A6bcd5,228295.62,365,0,0.8
0x44613c7A06c63045C8f34824bC905394D9Eb3391,73054.60,365,0,0.8
0xbCf269F7dcfC89B451A423717E3e7Bde87d3848A,18268.03,365,0,0.8
0x526e109d5D1B49bfeFd5D681175e6227135599A8,13697.74,365,0,0.8
0xF221008237755b7f524fFb4157fd6c143AcDC0Cb,14610.92,0,0,0
0x4D10247826b5750786A6bFc0D8EbEb90eFD2D5B9,36527.30,0,0,0
0x37F75c141b6F2B0048485779986BAFD1b68FD1b8,1145343.21,365,0,0.8
0xd4314CBa847e1975CB65B5da825F2c299ee43928,109581.90,0,0,0
0x8c51ef905c583630751C64725ec5c8F3aEc842EA,246934.62,0,0,0
0x746643D4934CC68CEFBfcE8a0b435E18B1a7Ce20,45659.12,365,0,0.8
0x9381F517b3a13de1bCF32bbBbf03DC2BF39472a0,497987.25,0,0,0
0x36a6E1Fb3BC9339cAFb4Fc94F1562F91Ad1C756b,362350.87,0,0,0
0xaDfa4Aba6FE55d389EA7F0d6C72DB261E559C1CA,58468.37,0,0,0
0x9Fc3Cb19F0d37b975BDc0118C68042FDE3Bd8f28,14610.92,0,0,0
0x86d3Eb59F095C457A427489376F2d986819687C1,21916.38,0,0,0
0x876D7AC87106dB09b4CDD972f52429F4c81aa0e7,13697.74,365,0,0.8
0x1678B836C71cE1503972c7Fc676F00536fA6f6e9,146110.87,0,0,0
0x989Be7152A93B3fE359DfF35F51d2dA16acdd1d2,241113.85,0,0,0
0xcD82272Eb214Cd0Dd49a306023F50096CB9908D7,182647.91,365,0,0.8
0x8Fc9f79006EbABD83e8A0a801f9d7FC80c8861F8,13819.83,365,0,0.8
0x79AeC62BA7858D6608faB571CD61F153D8b63b86,321522.12,0,0,0
0x97301e4C1FF76b67Cc8da6375214115c997ca690,91359.80,365,0,0.8
0x0477220D5A2a1E7Fc5cf72551E7541c875eE2bCA,43076.19,365,0,0.8
0x76849dF3844c514E9CE07266F1493bECF68172D1,22829.56,365,0,0.8
0xEFc0D5688Bd080733b3E04746EFD1549A9B38442,763033.93,0,0,0
0x34AB896C73D637229B32C1F5930680aD80A57249,91318.25,365,0,0.8
0x028B38b3Ac21c79DEc733cF81769eA715C9239d4,908974.59,0,0,0
0x18d2188a0F9B22e65B78aD1086f2d083ff9bD4bD,365269.48,0,0,0
0xF471311aF0DCE5708aafE485099598AFe2704182,255636.96,0,0,0
0x3111Fb9941Fdc47C9A51C12d116365bb45bAb61C,182638.78,365,0,0.8
0xDE0dBf4531CF3B0e2074F19aEDb62bfBfD0cFfeC,65820.37,0,0,0
0x8dEDa8768446A450CBD59Be850dCa61fb9b7c4A9,173642.23,0,0,0
0x5173CaB4Cc6Ea3656Bf5a9C69dacad105F931c99,146066.09,0,0,0
0xFCd0F9A80A43dE41C204E4b999Efb5146E8D8b00,25569.11,0,0,0
0x9f62ea8149B8ffA4236A9Bf52b3a4338DeE81606,291628.69,0,0,0
0x3d4a63366e422A0681692B25b058f006C172F609,327737.46,0,0,0
0xffB2C699869595F7B248D65BB1712f0FeDAb0B9a,14657.97,0,0,0
0x01eFFA2E3527E36CE0b5DCD2425eA476915611B1,1462711.78,0,0,0
0x7A502Db32544cAa5eb0DB51Ee86BE88E57b8aE81,29254.42,0,0,0
0xf0326F89a29f6821B9068Efeb157cDf0D91a132e,91318.25,365,0,0.8
0xb65204b2855966c08A685C9E771BDa5c52f68cA5,775428.59,0,0,0
0x30c8Aa7c9A61557333D5BB17577C714e8D1C5A13,2067051.84,0,0,0
0xB2BF61aF642A8d028D5DB853945E1fEaCFB8F08c,1961737.35,0,0,0
0x05aF103570BedE4bD3378aC71211943825377630,219358.48,0,0,0
0x699f8204336BdF456c243b79027d552af1185f3d,91318.25,365,0,0.8
0xB74C19477B27fdc505F1E124F4DB04b62bEf4eEF,273954.74,365,0,0.8
0x38A04B53301603258aBf3F448Ecf84F87960B5CE,22829.56,365,0,0.8
0xE514215d28e0e4D849651609AeE6DA3A10490B0B,22829.56,365,0,0.8
0xCCe8627AA55da288Ce4336726bae005236bD1cB1,365159.97,0,0,0
0x8261F3813CABc4FE7161351b4ADdD8Bb2Cc0B24a,988408.31,0,0,0
0xF61CBEFAd962FE143EF0f9524c979127073106A3,228295.62,365,0,0.8
0x8164aE9Be9FaD8f89A87D14C8c1D6936B2Ee1504,207803.51,0,0,0
0x81c938f3299B089Df91FC5B1D490DA8DF9108E19,2556125.48,0,0,0
0x5f2Fe1A7D9cE9b7D8C9E863882E390586d51A697,183147.66,0,0,0
0xd42635f01dF2119588b4f0857E7feB92553810F4,528413.03,0,0,0
0x562e061E8115AA7330d7AcA74fb448359593EddC,45688.53,365,0,0.8
0xDb0A8Ac64D9969F51cD1099D5081d1EE16768698,274260.84,365,0,0.8
0x7fC6887a5120eadB0c1186754d7c04c648bCEa27,5351705.37,0,0,0
0xA6BD5F0FdFeb4896bFFBA12fb7e444257dF2FDA8,13697.74,365,0,0.8
0xC16006649E4180b3e6a9312C48741397f1A27033,91318.25,365,0,0.8
0x81a03F0ebd36ce4e5d986a9eb6b9e7e788F8bFEe,729990.90,0,0,0
0x97bd60067258ddDBD92855929992f43Fe58BDfbB,11096308.08,0,0,0
0x9Fdc4592245490B4bc486227722D93256fC1852b,109581.90,0,0,0
0x3a3AbfA369D7F906Aba832683c4b0bd45Bad6E84,496771.26,0,0,0
0x35b11A3b21152c9Cbd595A8A4A30FeD3dcD38D73,58443.68,0,0,0
0xCDAA814a35f751c590b06646c8109893C42d9294,10958.19,0,0,0
0x8F10d9cdee16c3eE7Fd1dBf975Cf5EBeEb412fD0,91318.25,365,0,0.8
0xF149C4e95bC781f49d36f0A80da11854babE9c05,237780.37,0,0,0
0x0A00a1824757D6143De057782cA36443EF6e7289,182636.49,365,0,0.8
0x649CC762a6D196Fd5aB4101d92f0aFa91e5AC68d,18263.65,365,0,0.8
0xd3835B2FB1BAAE172aab7961D3eC49ffB2CF8152,18263.65,365,0,0.8
0x38445ff811234f9131ce1647eF5BDe6882c2FD86,17533.10,0,0,0
0xA5075f17A25d89d84992A1577f7d230539920EEE,4383.27,0,0,0
0x220C703BAB04D8C5E0A0F72a8Ab2426627F16203,22181.65,0,0,0
0x584D81Df146F81Ba225516A2BD1986E8cfccCcdd,17533.10,0,0,0
0x7942386FAd4C571A292E7E9FD337796573042343,19286.41,0,0,0
0x303B0dA3859B25e3087506a24F6060D96854afeD,4383.27,0,0,0
0x1D8c56Bb93E6E2223A1111cAE5afACAc0377069b,18409.75,0,0,0
0xEc3d7664078D5dE9511722052baD126Cc4fd37b9,17533.10,0,0,0
0xeD0ca3F68AD87Ab4F35315F0F838E29Ea7fcd1b2,19286.41,0,0,0
0x607cf84d84Fe58bd9af854f091110D31484b7eb9,1753.31,0,0,0
0x8c77eAEF61e5f1F7B5827a679Aff11E7dFBc7785,13149.82,0,0,0
0x1B246DfE4a296f99E91680E6dF6E0019f9ef1bB1,5698.25,0,0,0
0xfBAff2c9dd144358Ba48781283E1B8255D04BbAE,3506.62,0,0,0
0x61D360113A1D0B2FB5E15498C2356426e5578068,8503.55,0,0,0
0x3Cb4854396456593c32b994307feBe24b6339b32,13149.82,0,0,0
0xf4AAd9a7C599Fcb9E4Aa6ec21B3F4EB3b5247944,17533.10,0,0,0
0x2EE27c2374C0C8f2dEB84F9B233Ddc4fC5811f76,70132.41,0,0,0
0x008E3DA9A3ce470348bbAe9e33271BB841D15bF0,1753.31,0,0,0
0x2Add1a12B2E7Ded58c3132E584c0d39D040920bc,17533.10,0,0,0
0x4ca509dBC8EBf8e6d51d34A658cAC7911136a6A7,14903.13,0,0,0
