Address,Tokens Rounded,Vesting Duration,Vesting Cliff,Percentage Vested
0x13dBD6190ED3D37e80989f613A712ceABc9F31A2,39197.44,365,0,0.8
0x30E2bDC4237b2aEfE8e0E0F5397AD47c63dD31Cc,97958.36,365,0,0.8
0x94C8F88e250B822000C02b28A2aC99F4Ad997a64,10958.19,0,0,0
0x3e20A689355873ce9bcc84AC0b60105FaE1e0b20,22829.56,365,0,0.8
0x38dE0b84Eb3986FC349bfF22A4F1FA4bc97b703F,14611.74,365,0,0.8
0xF8d9FB28d9413315aE87E77a09665949633A4836,10958.19,0,0,0
0x9C081404DfAF83e7B0bd48697462cB4510cC8Cf9,59008.97,0,0,0
0x9083581d3A5203B4aE6C4d13355FE8fdFc626818,73054.60,0,0,0
0x277eDc4F3AFd893737e725044280b40611823603,39345.67,0,0,0
0xb74511f4394FdD73f53F5CbAD8F2452932439efD,14557.37,0,0,0
0x3D67e32202c6617dB555151af6BBdb8fc75e3162,13697.74,365,0,0.8
0x0cB402731038BFbEBe04d191B560C8d44476e178,18323.28,365,0,0.8
0xb5d98306A3E0ce588A07083D182E12d1c1E7B3D6,22948.91,365,0,0.8
0x29c626C168374614cA35493A0a532c4B6bD3C6d9,18468.84,365,0,0.8
0x1125D598e55479f1D2B6224439Be0d24b703Cf56,21916.38,0,0,0
0x2438AED9997E176b2f37829d4938a685506D9EFB,14223.66,0,0,0
0xFa4Db538eFf8395e39823CfC365c7fdC1D97ce01,137058.46,365,0,0.8
0x4b25c466D08b386F5cCB4653a7E6b819baf81b44,13697.74,365,0,0.8
0xEE4545E9f8Dbf314049727683534BAe9CF8A06eA,14707.99,365,0,0.8
0x7F66150C5eCf3279FB88F29ef79bca1a02467b6c,18263.65,365,0,0.8
0x20834E6ce7aA1E6d3F3B47A41526e640D67Ccba3,14610.92,365,0,0.8
0xDfB3b4F801990E1f99641dDF8C97649bB134F6aE,45659.12,365,0,0.8
0xEB0119a387d4e92bb97d6436BDa92Db25812e177,432910.40,365,0,0.8
0x743921313c8F2f508d5b80daFB2eA6061776F44B,18263.65,365,0,0.8
0xD33137FDF37d9963B08c9c0C873aae7E11ffa338,13697.74,365,0,0.8
0xC29E10d6E61eCa8933B139C3e5d904A2Bd2Dd5bD,13697.74,365,0,0.8
0xD5fb53d4be0099581C89fdF3223f5e1436a9822E,13852.43,365,0,0.8
0xCFD6569A19181da16a0020b85679C57100e48b8c,18263.65,365,0,0.8
0x40f0510949D21238f9a0d4b97106363144C3948b,184412.36,365,0,0.8
0x52F55b1a604a9390Eb1b550985b54E23bb83B196,36846.55,0,0,0
0x5D45bc6bf7419A3EEb99f61cb73fB9788F1F6DD0,13847.32,365,0,0.8
0xa8f5e6adc8eBEd9A80cddcEDD022319785512084,24502.42,365,0,0.8
0x88A427f78aE5c6e22d49E56DfDf95F67fc230C2e,226250.52,0,0,0
0x1Ea84dDC66387364BaaC20337963f661bB96A6f3,109882.44,0,0,0
0x1164Ce888c0F99c4aF500E78aBC88Db79525A2c2,181814.63,0,0,0
0x2DBB0dED1abd2EA3D5Da87Cf8C62280e088eec71,45659.12,365,0,0.8
0xff91af69c2707b28405B084bf0Bc973817979a7c,45685.15,365,0,0.8
0x664FFA81A1B8Bc4B166370291932A1141F7dB86f,21965.76,0,0,0
0x8484DC5513704b231ecc8b5fd7C1965D5840c175,18189.86,365,0,0.8
0x99C157Dc012016aAad5C979F46EE4480E2667ef5,91318.25,365,0,0.8
0x9fdf533a4de17A1D86F3166a02507B34F29658Bc,228295.62,365,0,0.8
0xfFf989331881af5D4d04a717e79C03934deD800a,13697.74,365,0,0.8
0xc24e34791991F8473D2a61bb1537EA639D993520,13697.74,365,0,0.8
0xc30fF07DA6D1CB58E940B3bb5F3F63435c51c62A,45659.12,365,0,0.8
0x316627A6af34cC29651248A2Dd5b0d0130C8ecd9,11054.99,0,0,0
0xca263bBFdd070aAbF95Ba9b0D7A14a06910da243,13697.74,365,0,0.8
0xB87fd8AE3E6579E2dD349378a82BD685853df8E7,22829.56,365,0,0.8
0x5aAa4AECf4C2720EC555e28452250fA4B51B9d6a,10944.24,0,0,0
0x49Bf0Ed161C512228Ebf018d3f839fa7E3227a7a,73054.60,0,0,0
0x043e2f92189150E11c399b0889b6F352244EeAe5,27395.47,365,0,0.8
0x6d09963d23a036a571557DcC05a7EC81FD7d48b4,18263.65,365,0,0.8
0x6fb7167b4DBA93b5aba36d476DC045d558be0791,36527.30,0,0,0
0x6cef53609be3f936c8c2EE2B53c75e6ad8290C2F,13697.74,365,0,0.8
0xeB84E88EC4dbe976BCE736CE45C0f200bAFb5446,45659.12,365,0,0.8
0xe43062093421bD2C0462D7166A559F2B98f774a7,11002.31,0,0,0
0xA69708d743b3da0E7c93aE08c3FC668EFA52a86e,36527.30,0,0,0
0x3d015950048B279c3e2933e321278b3455faE17C,64516.34,365,0,0.8
0x8BAfCDdFd1FCa672bBfa3aEa8d69A0064e6AdD1b,22829.56,365,0,0.8
0x2B4E1fC1f724b49A9f7F45912760176CE4cE9AB4,9204879.20,0,0,0
0x8973e99d154da456bDFFeAc016A9878d45664173,10924.88,0,0,0
0xDc3cC5bC1910ed7f1Dd3499e60d76CF4C7330D07,73054.60,0,0,0
0x28172ea1A0558B5EE60B5F68eC0698B942882D5f,11928.87,0,0,0
0x671Be838B3390a81d2391e5ce9d68A231954C9c1,91245.19,365,0,0.8
0xE8c6d3e11991a78cF48687c21605d84AeD3539B5,73054.60,0,0,0
0x2e7efA4a7058639D63e7A643629A0780D1C039bF,36427.14,0,0,0
0x33C26d165633c490511E027dB6F6Ad8F137b8748,91318.25,365,0,0.8
0x94b001b602a9caDF45aFAa808863BFC49ad9bb41,1421752.11,0,0,0
0x47A834F9a7d6c5Fe8C9F639dC3FF8d0D4196a1d7,230520.49,0,0,0
0x428a5491dFeAf2CDC9F62645B2A704F2FD6592A0,36536.43,0,0,0
0x4a2085E1c8f7d35A081df8F1a8C780433645990F,178231.15,0,0,0
0xBcF9A6f13A4f7b0eE8771517b01C4Ec06F10FB95,730985.68,0,0,0
0xAdc73Caa5fAC3473092EFD62517493e37fCc5e4A,318616.57,365,0,0.8
0xd4dAD71F99AbDbE825e1919b0429b1373BA12590,91318.25,365,0,0.8
0x1Cb7254F340d1C5A37914A994Dbcb9AFE4BECc25,18263.65,365,0,0.8
0x7Ed576194f693c7A3f4199e6E01F889344e705F7,913182.46,365,0,0.8
0xa05Fb594572068C20007f8D57cC8b76990580542,14786.25,0,0,0
0x1C7a9F548849568f45A7F2B53Ce05eaAD348A32E,22829.56,365,0,0.8
0x3A9B75BD5F0bb93849018f25D96844Ac1090ae76,13837.36,365,0,0.8
0xCfB22B0460376BF28E9032F4B79783cBe3dC8208,36529.64,0,0,0
0x310c40346e8520c3cA84FFe657b339762B737654,24165.00,0,0,0
0x847CcaCb44C74c5b9f4375f4d7B617673ed48669,18609.47,365,0,0.8
0xE2762F63521eb817b85c3549A03dc64EDFE62bF9,36610.73,0,0,0
0x566bcF87D1cf9f2BF297014DdCb1d2a4F230411f,13697.74,365,0,0.8
0x96559854071fa1EBb7877c1914a2916E4DFa18b4,18446.29,365,0,0.8
0xAa7fac3B64fC0a49bf0ba3E58814e6E5F22A7937,366630.48,0,0,0
0x3D77a9af17B58B2b6c8d8dBaAe808786cE65671f,145882.87,0,0,0
0x871dEc4df8E1237A3c364b51EDf49D41f13fb80c,22829.56,365,0,0.8
0x14d1C010063BBD526615659e5dcAba3d5e4b0896,36616.88,365,0,0.8
0xAA2E68476fAb3b6e072a7769005858C96C38a18D,71537.55,0,0,0
0xEc2700Cf30ef5F2031599BabdB61a914E4f6E68a,10958.19,0,0,0
0x215232871d371c88c3e5FfA643f42eBB66608753,389366.39,0,0,0
0xf61D3a3dF724dEc42E72479286Fe9112eC848842,45659.12,365,0,0.8
0x612603677c434bf42388Df2aCc60CeEbff4EeAba,18263.65,0,0,0
0x2D2257Ee6d995358E28CD03A0aeA723c3a1f4FF2,18168.95,365,0,0.8
0xd58BD05467F9a949b43a3e6add5469895F833102,10961.26,0,0,0
0x77b6a85BFf13A2D0DF1D0244EE3671318F714b3D,15006.78,365,0,0.8
0x92534e8aB892b80634d80b72f7DAA37EBa03cB4a,73059.86,0,0,0
0x5560F3969Ace45DeF60be3A5B075e021186AD44d,73054.60,0,0,0
0x6A78aD633339aE1Dd2a50Ce4CA625Fb5890706a6,13748.33,365,0,0.8
0xC9A653268982C4097630f79651c75eb2eB3fA93B,10904.20,0,0,0
0x65f49229047D7D93fe198Ca112a199eD9b20D033,13697.74,365,0,0.8
0x3FDE6Ee892E3FF3216b03100dcE89b93718E092B,18746.08,365,0,0.8
0xc364C6c75b47A2d0c06902eEC3c89e9afF36b6Ab,13731.89,365,0,0.8
0xB875B9bD291677FDd409BBdbc32085EF746d96c5,45659.12,365,0,0.8
0x3647416E59189916A5bE03EC7e74564e191653d1,45659.12,365,0,0.8
0x65B87CaE1709e095AdE0Abfc851AE61ab9a6EeAe,82302.58,365,0,0.8
0x3313e9867688BaF6dAD73Ba69DBcD87876666b41,13880.01,365,0,0.8
0x3ffb25D423cf6Aa2A2aFFD3d0A8D66d980acBe42,13697.74,365,0,0.8
0x9a9e0ebb196161d13f2F5F1585e6AD94A2f2700A,181071.21,365,0,0.8
0xd865A53DCD52a47f7Fd8883A15077348a2DE672b,91318.25,365,0,0.8
0x9b0cD18C636009cda6e67e6c7FA6674DA3AE8D09,13697.74,365,0,0.8
0x9689A58bC071216534904C595D82F15A70e94A5A,13697.74,365,0,0.8
0x44C6cB74e637D578118d4bC512b06E168F06d58A,17610.54,365,0,0.8
0xa2324eE498eC2679998433Cdd9CBd21FE760677d,18399.53,365,0,0.8
0x2C174619DD0CC70fF725dce8CE9f4BF510d71841,73121.66,0,0,0
0x2a9E208DF0866CD7A915d86eC16ff66C355eb25F,91501.98,365,0,0.8
