Address,Tokens,Vesting Duration,Vesting Cliff,Percentage Vested
0x9e5c3fd624db4372e1ee66110ccbdab366327c16,8000000,0,0,0
0x7c11c86c607489c52a8112f8a1a5f80a0891789f,250000000,0,0,0
0xd0C50db3e219FaEa34C31E72CfAa17c89f1De298,2000000,0,0,0,rize
